path	ngenes_tscore	Dx_z	Dx_pval	Dx_pval_BHcorr	genes_path	tissue	class_pathway	type_path	drugBank_ann	drugBank_n	drugBank_id	drugBank_gene	drugBank_usedForSCZ
male meiosis I	2	-4.61748839868148	3.88412388551965e-06	0.000349980004842612	SLC2A8,RAD51C	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR < 0.05	GO	D-glucose-and-Dextrose, unspecified form-and-Fludeoxyglucose (18F)	3	DB01914-and-DB09341-and-DB09502	SLC2A8	
cell communication	8	3.26476492934114	0.00109554956204527	0.0305869310460958	ENPP5,SNX16,SNX31,SNX32,SNX19,FREM2,SNX6,JAG1	Brain_Caudate_basal_ganglia	genes P < pathway P	GO		0			
axonal fasciculation	2	-3.6099899773662	0.00030620883679501	0.0127860860632453	EPHB2,RTN4	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR > 0.05	GO	Phosphoaminophosphonic Acid-Adenylate Ester-and-Fostamatinib	2	DB04395-and-DB12010	EPHB2	
sulfuric ester hydrolase activity	4	3.28444244611431	0.00102184366334845	0.0305869310460958	ARSB,ARSI,PIGO,PIGN	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR > 0.05	GO	Chondroitin sulfate	1	DB09301	ARSB	
protein transporter activity	2	4.40248249325856	1.07019227970997e-05	0.000674452248950248	SEC63,ARFGAP3	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR < 0.05	GO		0			
intrinsic apoptotic signaling pathway in response to DNA damage	5	-3.25684965413292	0.00112656085536627	0.0305869310460958	MAEL,IER3,BAK1,ST20,E2F1	Brain_Caudate_basal_ganglia	genes P < pathway P	GO		0			
NAD biosynthetic process	2	-3.36232651482783	0.000772886744224752	0.025445809732938	NMRK1,ASPDH	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR > 0.05	GO		0			
anatomical structure morphogenesis	6	-3.37177426138847	0.000746856360336711	0.0250709429195382	EYA3,PAX8,IER3,RPL10A,TBX6,MRPL40	Brain_Caudate_basal_ganglia	genes P < pathway P	GO		0			
coumarin metabolic process	2	-3.23166369308256	0.00123071809921088	0.031924081603773	CYP1A1,CYP2D6	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR > 0.05	GO	Peginterferon alfa-2b-and-Cyclosporine-and-Pyridoxine-and-Cholecalciferol-and-Menadione-and-Fluvoxamine-and-Amphetamine-and-Nicotine-and-Cevimeline-and-Esmolol-and-Bortezomib-and-Tramadol-and-Betaxolol-and-Troglitazone-and-Caffeine-and-Sildenafil-and-Ticlopidine-and-Trospium-and-Midodrine-and-Citalopram-and-Eletriptan-and-Nelfinavir-and-Indinavir-and-Reboxetine-and-Nevirapine-and-Ranolazine-and-Phenytoin-and-Clotrimazole-and-Sulfanilamide-and-Metoprolol-and-Theophylline-and-Lidocaine-and-Clemastine-and-Venlafaxine-and-Atomoxetine-and-Bupivacaine-and-Acetaminophen-and-Gefitinib-and-Codeine-and-Amitriptyline-and-Nitroprusside-and-Methadone-and-Olanzapine-and-Atenolol-and-Omeprazole-and-Terfenadine-and-Diltiazem-and-Clobazam-and-Chlorzoxazone-and-Vinorelbine-and-Clozapine-and-Mirtazapine-and-Timolol-and-Palonosetron-and-Mexiletine-and-Amlodipine-and-Progesterone-and-Sorafenib-and-Remoxipride-and-Rosiglitazone-and-Promazine-and-Zolpidem-and-Streptozocin-and-Prochlorperazine-and-Cerivastatin-and-Lansoprazole-and-Meperidine-and-Loratadine-and-Imipramine-and-Picrotoxin-and-Quinine-and-Fluoxetine-and-Duloxetine-and-Chlorpromazine-and-Celecoxib-and-Sotalol-and-Buspirone-and-Entacapone-and-Darifenacin-and-Oxycodone-and-Flutamide-and-Cimetidine-and-Haloperidol-and-Ritonavir-and-Dextromethorphan-and-Albendazole-and-Carteolol-and-Lercanidipine-and-Erlotinib-and-Mephenytoin-and-Toremifene-and-Nortriptyline-and-Amoxapine-and-Propylthiouracil-and-Methoxsalen-and-Hydroxyzine-and-Cinnarizine-and-Vinblastine-and-Propranolol-and-Fenfluramine-and-Clonidine-and-Doxazosin-and-Piperazine-and-Labetalol-and-Cisapride-and-Sulindac-and-Chloroquine-and-Amodiaquine-and-Imatinib-and-Nicardipine-and-Fluphenazine-and-Testosterone-and-Efavirenz-and-Niacin-and-Dexmedetomidine-and-Clofibrate-and-Astemizole-and-Simvastatin-and-Mebendazole-and-Dextropropoxyphene-and-Estrone-and-Trazodone-and-Verapamil-and-Galantamine-and-Tamoxifen-and-Thioridazine-and-Daunorubicin-and-Nicergoline-and-Amprenavir-and-Delavirdine-and-Tamsulosin-and-Paroxetine-and-Trimipramine-and-Thiabendazole-and-Nateglinide-and-Risperidone-and-Meclizine-and-Pentamidine-and-Riluzole-and-Epinastine-and-Tranylcypromine-and-Tretinoin-and-Dolasetron-and-Methimazole-and-Phenelzine-and-Estradiol-and-Tripelennamine-and-Minaprine-and-Biperiden-and-Propofol-and-Mifepristone-and-Loperamide-and-Donepezil-and-Clofazimine-and-Perphenazine-and-Dacarbazine-and-Terbinafine-and-Ranitidine-and-Alprenolol-and-Granisetron-and-Ethanol-and-Ondansetron-and-Cocaine-and-Quinidine-and-Phenformin-and-Almotriptan-and-Buprenorphine-and-Cyclobenzaprine-and-Tipranavir-and-Mesoridazine-and-Maprotiline-and-Isoniazid-and-Hydrocodone-and-Pindolol-and-Azelastine-and-Formoterol-and-Doxorubicin-and-Hydroxyurea-and-Cinacalcet-and-Felodipine-and-Ketoconazole-and-Methoxyflurane-and-Procainamide-and-Tolterodine-and-Selegiline-and-Thalidomide-and-Norfloxacin-and-Oxybutynin-and-Isoprenaline-and-Melatonin-and-Promethazine-and-Mequitazine-and-Perhexiline-and-Diphenhydramine-and-Atorvastatin-and-Tegaserod-and-Primaquine-and-Dimethyl sulfoxide-and-Fluvastatin-and-Oxamniquine-and-Pimozide-and-Sertraline-and-Miconazole-and-Chlorpheniramine-and-Nifedipine-and-Amiodarone-and-Bicalutamide-and-Rabeprazole-and-Proguanil-and-Pioglitazone-and-Carvedilol-and-Doxepin-and-Nefazodone-and-Desipramine-and-Bupropion-and-Cilostazol-and-Itraconazole-and-Moclobemide-and-Orphenadrine-and-Phenobarbital-and-Escitalopram-and-Idarubicin-and-Propafenone-and-Domperidone-and-Dexfenfluramine-and-Oxymorphone-and-Acebutolol-and-Flecainide-and-Lomustine-and-Levobunolol-and-Metipranolol-and-Halofantrine-and-Quetiapine-and-Encainide-and-Saquinavir-and-Metoclopramide-and-Dexamethasone-and-Aripiprazole-and-Clomipramine-and-Bepridil-and-Dasatinib-and-Lisdexamfetamine-and-Darunavir-and-Paliperidone-and-Arformoterol-and-Bevantolol-and-Practolol-and-St. John's Wort-and-Penbutolol-and-Mibefradil-and-Yohimbine-and-Bezafibrate-and-Methotrimeprazine-and-Clenbuterol-and-Tiotropium-and-Ciclesonide-and-Aminophenazone-and-Aprindine-and-Antipyrine-and-Midomafetamine-and-Ethylmorphine-and-4-Methoxyamphetamine-and-Dihydrocodeine-and-1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine-and-Dextroamphetamine-and-Metamfetamine-and-Oxprenolol-and-Everolimus-and-Solifenacin-and-Lopinavir-and-Hydroxychloroquine-and-Pipotiazine-and-Thiothixene-and-Zuclopenthixol-and-Etoricoxib-and-Topiroxostat-and-2-Methoxyestradiol-and-Nicotinamide-and-Fusidic acid-and-Resveratrol-and-Phenacetin-and-Iproniazid-and-Lysergic acid diethylamide-and-Debrisoquine-and-Flunarizine-and-Tetrabenazine-and-Celiprolol-and-Dronedarone-and-Nebivolol-and-Nilotinib-and-Lorcaserin-and-Dapoxetine-and-Bicifadine-and-Tesmilifene-and-Oritavancin-and-Clevidipine-and-Ospemifene-and-Iloperidone-and-Lofexidine-and-Azimilide-and-Banoxantrone-and-Trabectedin-and-Rotigotine-and-Abiraterone-and-Dovitinib-and-Cariprazine-and-Sertindole-and-Mianserin-and-Romidepsin-and-Alogliptin-and-Tapentadol-and-Asenapine-and-Vernakalant-and-Temsirolimus-and-Dapagliflozin-and-Indisulam-and-Oxymetholone-and-Repinotan-and-Deramciclane-and-Pazopanib-and-Midostaurin-and-Panobinostat-and-Tafenoquine-and-Safinamide-and-Esmirtazapine-and-Vilazodone-and-Mepyramine-and-Desvenlafaxine-and-Fesoterodine-and-Lumefantrine-and-Bufuralol-and-Sparteine-and-Sulfaphenazole-and-Enclomiphene-and-Benzyl alcohol-and-Phenylbutyric acid-and-Sulconazole-and-(R)-warfarin-and-Bopindolol-and-Bupranolol-and-Ellagic acid-and-Rilpivirine-and-Vemurafenib-and-Mirabegron-and-Ponatinib-and-Glycerol phenylbutyrate-and-Levomilnacipran-and-Perospirone-and-Riociguat-and-Indenolol-and-Befunolol-and-Eliglustat-and-Netupitant-and-Naloxegol-and-Ibrutinib-and-Cannabidiol-and-Cobicistat-and-Vortioxetine-and-Umeclidinium-and-Lenvatinib-and-Stiripentol-and-Brexpiprazole-and-Dosulepin-and-Butyrfentanyl-and-Dasabuvir-and-Lorpiprazole-and-Arotinolol-and-Melperone-and-Manidipine-and-Methylene blue-and-Propacetamol-and-Rolapitant-and-Levobetaxolol-and-Dexchlorpheniramine maleate-and-Ixazomib-and-Opium-and-Triclocarban-and-Difloxacin-and-Asunaprevir-and-Rupatadine-and-Isavuconazole-and-Artenimol-and-Pitolisant-and-Curcumin-and-Encorafenib-and-Lasmiditan-and-Istradefylline-and-Talinolol-and-Anisodamine-and-Osilodrostat-and-Revefenacin-and-Valbenazine-and-Dacomitinib-and-Elagolix-and-Diacerein-and-Abemaciclib-and-Letermovir-and-Deutetrabenazine-and-Landiolol-and-Triclabendazole-and-Rucaparib-and-Indirubin-and-Fedratinib-and-Mizolastine-and-Ritanserin-and-Bucindolol-and-Levosalbutamol-and-Rhein-and-Ipecac-and-Esatenolol-and-Cloranolol-and-Mepindolol-and-Umifenovir-and-Dexchlorpheniramine-and-Epanolol-and-Tertatolol-and-Enasidenib-and-Testosterone cypionate-and-Testosterone enanthate-and-Testosterone undecanoate-and-Estradiol acetate-and-Estradiol benzoate-and-Estradiol cypionate-and-Estradiol dienanthate-and-Estradiol valerate-and-Black cohosh-and-Medical Cannabis-and-5-methoxy-N,N-dimethyltryptamine-and-Nabiximols-and-Clinafloxacin-and-Aripiprazole lauroxil-and-Curcumin sulfate-and-Dexamethasone acetate-and-Remdesivir-and-Ripretinib-and-Upadacitinib-and-Ubrogepant-and-Elexacaftor	489	DB00022-and-DB00091-and-DB00165-and-DB00169-and-DB00170-and-DB00176-and-DB00182-and-DB00184-and-DB00185-and-DB00187-and-DB00188-and-DB00193-and-DB00195-and-DB00197-and-DB00201-and-DB00203-and-DB00208-and-DB00209-and-DB00211-and-DB00215-and-DB00216-and-DB00220-and-DB00224-and-DB00234-and-DB00238-and-DB00243-and-DB00252-and-DB00257-and-DB00259-and-DB00264-and-DB00277-and-DB00281-and-DB00283-and-DB00285-and-DB00289-and-DB00297-and-DB00316-and-DB00317-and-DB00318-and-DB00321-and-DB00325-and-DB00333-and-DB00334-and-DB00335-and-DB00338-and-DB00342-and-DB00343-and-DB00349-and-DB00356-and-DB00361-and-DB00363-and-DB00370-and-DB00373-and-DB00377-and-DB00379-and-DB00381-and-DB00396-and-DB00398-and-DB00409-and-DB00412-and-DB00420-and-DB00425-and-DB00428-and-DB00433-and-DB00439-and-DB00448-and-DB00454-and-DB00455-and-DB00458-and-DB00466-and-DB00468-and-DB00472-and-DB00476-and-DB00477-and-DB00482-and-DB00489-and-DB00490-and-DB00494-and-DB00496-and-DB00497-and-DB00499-and-DB00501-and-DB00502-and-DB00503-and-DB00514-and-DB00518-and-DB00521-and-DB00528-and-DB00530-and-DB00532-and-DB00539-and-DB00540-and-DB00543-and-DB00550-and-DB00553-and-DB00557-and-DB00568-and-DB00570-and-DB00571-and-DB00574-and-DB00575-and-DB00590-and-DB00592-and-DB00598-and-DB00604-and-DB00605-and-DB00608-and-DB00613-and-DB00619-and-DB00622-and-DB00623-and-DB00624-and-DB00625-and-DB00627-and-DB00633-and-DB00636-and-DB00637-and-DB00641-and-DB00643-and-DB00647-and-DB00655-and-DB00656-and-DB00661-and-DB00674-and-DB00675-and-DB00679-and-DB00694-and-DB00699-and-DB00701-and-DB00705-and-DB00706-and-DB00715-and-DB00726-and-DB00730-and-DB00731-and-DB00734-and-DB00737-and-DB00738-and-DB00740-and-DB00751-and-DB00752-and-DB00755-and-DB00757-and-DB00763-and-DB00780-and-DB00783-and-DB00792-and-DB00805-and-DB00810-and-DB00818-and-DB00834-and-DB00836-and-DB00843-and-DB00845-and-DB00850-and-DB00851-and-DB00857-and-DB00863-and-DB00866-and-DB00889-and-DB00898-and-DB00904-and-DB00907-and-DB00908-and-DB00914-and-DB00918-and-DB00921-and-DB00924-and-DB00932-and-DB00933-and-DB00934-and-DB00951-and-DB00956-and-DB00960-and-DB00972-and-DB00983-and-DB00997-and-DB01005-and-DB01012-and-DB01023-and-DB01026-and-DB01028-and-DB01035-and-DB01036-and-DB01037-and-DB01041-and-DB01059-and-DB01062-and-DB01064-and-DB01065-and-DB01069-and-DB01071-and-DB01074-and-DB01075-and-DB01076-and-DB01079-and-DB01087-and-DB01093-and-DB01095-and-DB01096-and-DB01100-and-DB01104-and-DB01110-and-DB01114-and-DB01115-and-DB01118-and-DB01128-and-DB01129-and-DB01131-and-DB01132-and-DB01136-and-DB01142-and-DB01149-and-DB01151-and-DB01156-and-DB01166-and-DB01167-and-DB01171-and-DB01173-and-DB01174-and-DB01175-and-DB01177-and-DB01182-and-DB01184-and-DB01191-and-DB01192-and-DB01193-and-DB01195-and-DB01206-and-DB01210-and-DB01214-and-DB01218-and-DB01224-and-DB01228-and-DB01232-and-DB01233-and-DB01234-and-DB01238-and-DB01242-and-DB01244-and-DB01254-and-DB01255-and-DB01264-and-DB01267-and-DB01274-and-DB01295-and-DB01297-and-DB01323-and-DB01359-and-DB01388-and-DB01392-and-DB01393-and-DB01403-and-DB01407-and-DB01409-and-DB01410-and-DB01424-and-DB01429-and-DB01435-and-DB01454-and-DB01466-and-DB01472-and-DB01551-and-DB01562-and-DB01576-and-DB01577-and-DB01580-and-DB01590-and-DB01591-and-DB01601-and-DB01611-and-DB01621-and-DB01623-and-DB01624-and-DB01628-and-DB01685-and-DB02342-and-DB02701-and-DB02703-and-DB02709-and-DB03783-and-DB04818-and-DB04829-and-DB04840-and-DB04841-and-DB04844-and-DB04846-and-DB04855-and-DB04861-and-DB04868-and-DB04871-and-DB04884-and-DB04889-and-DB04905-and-DB04911-and-DB04920-and-DB04938-and-DB04946-and-DB04948-and-DB04957-and-DB04975-and-DB05109-and-DB05271-and-DB05812-and-DB05928-and-DB06016-and-DB06144-and-DB06148-and-DB06176-and-DB06203-and-DB06204-and-DB06216-and-DB06217-and-DB06287-and-DB06292-and-DB06370-and-DB06412-and-DB06506-and-DB06512-and-DB06589-and-DB06595-and-DB06603-and-DB06608-and-DB06654-and-DB06678-and-DB06684-and-DB06691-and-DB06700-and-DB06702-and-DB06708-and-DB06726-and-DB06727-and-DB06729-and-DB06735-and-DB06770-and-DB06819-and-DB06820-and-DB08496-and-DB08807-and-DB08808-and-DB08846-and-DB08864-and-DB08881-and-DB08893-and-DB08901-and-DB08909-and-DB08918-and-DB08922-and-DB08931-and-DB08952-and-DB09013-and-DB09039-and-DB09048-and-DB09049-and-DB09053-and-DB09061-and-DB09065-and-DB09068-and-DB09076-and-DB09078-and-DB09118-and-DB09128-and-DB09167-and-DB09173-and-DB09183-and-DB09195-and-DB09204-and-DB09224-and-DB09238-and-DB09241-and-DB09288-and-DB09291-and-DB09351-and-DB09555-and-DB09570-and-DB11130-and-DB11155-and-DB11511-and-DB11586-and-DB11614-and-DB11633-and-DB11638-and-DB11642-and-DB11672-and-DB11718-and-DB11732-and-DB11757-and-DB11770-and-DB11785-and-DB11837-and-DB11855-and-DB11915-and-DB11963-and-DB11979-and-DB11994-and-DB12001-and-DB12070-and-DB12161-and-DB12212-and-DB12245-and-DB12332-and-DB12379-and-DB12500-and-DB12523-and-DB12693-and-DB12752-and-DB13139-and-DB13174-and-DB13293-and-DB13443-and-DB13508-and-DB13530-and-DB13609-and-DB13679-and-DB13757-and-DB13775-and-DB13874-and-DB13943-and-DB13944-and-DB13946-and-DB13952-and-DB13953-and-DB13954-and-DB13955-and-DB13956-and-DB13975-and-DB14009-and-DB14010-and-DB14011-and-DB14025-and-DB14185-and-DB14635-and-DB14649-and-DB14761-and-DB14840-and-DB15091-and-DB15328-and-DB15444	CYP2D6-and-CYP1A1	Olanzapine-and-Clozapine-and-Remoxipride-and-Prochlorperazine-and-Imipramine-and-Chlorpromazine-and-Haloperidol-and-Trazodone-and-Thioridazine-and-Risperidone-and-Mesoridazine-and-Quetiapine-and-Aripiprazole-and-Clomipramine-and-Paliperidone-and-Methotrimeprazine-and-Thiothixene-and-Zuclopenthixol-and-Iloperidone-and-Cariprazine-and-Sertindole-and-Asenapine-and-Perospirone-and-Brexpiprazole-and-Melperone-and-Aripiprazole lauroxil
endosome membrane	18	5.31547018152445	1.06382270470263e-07	1.65569497313718e-05	LEPROT,ACAP2,DTNBP1,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DOB,HLA-DPB1,STEAP2,ATP6V0E2,CUBN,MRC1,VPS37B,SPG21,VPS53,VPS4B,MCOLN1,MARCH2	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR < 0.05	GO	Insulin pork-and-Cyanocobalamin-and-Hydroxocobalamin-and-Technetium Tc-99m tilmanocept	5	DB00071-and-DB00115-and-DB00200-and-DB09266	HLA-DQA2-and-HLA-DQB1-and-CUBN-and-MRC1	
regulation of gene expression	5	-3.25411286815742	0.00113747077061045	0.0305869310460958	AGT,HEY2,CHEK1,PLCG2,ZNF335	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR > 0.05	GO	Zinc-and-XL844-and-Enzastaurin-and-CHIR-124-and-N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE-and-3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE-and-2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID-and-(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL-and-2-(cyclohexylamino)benzoic acid-and-3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE-and-(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE-and-5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE-and-(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL-and-1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA-and-(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE-and-18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE-and-1-(5-CHLORO-2,4-DIMETHOXYPHENYL)-3-(5-CYANOPYRAZIN-2-YL)UREA-and-4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID-and-4-[3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOL-6-YL]-2-METHOXYPHENOL-and-(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL-and-(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL-and-N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE-and-(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC-and-3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE-and-3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE-and-2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL-and-2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL-and-REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE-and-1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine-and-N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE-and-5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE-and-[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone-and-2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol-and-6-MORPHOLIN-4-YL-9H-PURINE-and-1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE-and-Copper-and-Fostamatinib-and-Sparsentan-and-Zinc acetate	39	DB01593-and-DB05149-and-DB06486-and-DB06852-and-DB06876-and-DB07025-and-DB07034-and-DB07037-and-DB07038-and-DB07075-and-DB07078-and-DB07158-and-DB07213-and-DB07228-and-DB07243-and-DB07311-and-DB07314-and-DB07320-and-DB07336-and-DB07647-and-DB07648-and-DB07653-and-DB07654-and-DB07655-and-DB07959-and-DB08392-and-DB08393-and-DB08683-and-DB08774-and-DB08776-and-DB08777-and-DB08778-and-DB08779-and-DB08780-and-DB08781-and-DB09130-and-DB12010-and-DB12548-and-DB14487	AGT-and-CHEK1	
negative regulation of endopeptidase activity	5	-3.117023161427	0.00182687218761111	0.0395899390530407	SERPINC1,AGT,SERPINI2,CAST,SERPIND1	Brain_Caudate_basal_ganglia	genes P < pathway P	GO	Ardeparin-and-Fondaparinux-and-Heparin-and-Enoxaparin-and-Calcium-and-Zinc-and-N-Formylmethionine-and-SR-123781A-and-Sulodexide-and-Danaparoid-and-Dalteparin-and-Tinzaparin-and-Nadroparin-and-Copper-and-Protamine sulfate-and-Bemiparin-and-Antithrombin III human-and-Artenimol-and-Sparsentan-and-Zinc acetate-and-Zinc chloride-and-Zinc sulfate, unspecified form	29	DB00407-and-DB00569-and-DB01109-and-DB01225-and-DB01373-and-DB01593-and-DB04464-and-DB05361-and-DB06271-and-DB06754-and-DB06779-and-DB06822-and-DB08813-and-DB09130-and-DB09141-and-DB09258-and-DB11598-and-DB11638-and-DB12548-and-DB14487-and-DB14533-and-DB14548	SERPINC1-and-SERPIND1-and-CAST-and-AGT	
ER to Golgi transport vesicle membrane	12	4.38870081416009	1.14029812778844e-05	0.000674452248950248	MCFD2,SAR1B,HLA-G,HLA-A,HLA-C,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DPB1,SEC23IP	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR < 0.05	GO	Antihemophilic factor, human recombinant-and-Insulin pork-and-3-Indolebutyric Acid-and-Guanosine-5'-Diphosphate-and-Glatiramer-and-Nelipepimut-S-and-Coccidioides immitis spherule-and-Lonoctocog alfa-and-Moroctocog alfa	10	DB00025-and-DB00071-and-DB02740-and-DB04315-and-DB05259-and-DB06226-and-DB11294-and-DB13998-and-DB13999	MCFD2-and-HLA-DQA2-and-HLA-DQB1-and-HLA-A-and-SAR1B-and-HLA-DRB1	
actin cytoskeleton	13	3.75142457809161	0.000175832649170842	0.00792172356264427	HSPB7,ABL2,SEPT2,VILL,SNCA,KLHL2,PDLIM3,CTNNAL1,AIF1L,FGD4,LIMA1,ARPC3,CDH1	Brain_Caudate_basal_ganglia	genes P < pathway P	GO	ATP-and-Dasatinib-and-Resveratrol-and-XL228-and-K-00546-and-N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide-and-(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one-and-Copper-and-Fostamatinib	9	DB00171-and-DB01254-and-DB02709-and-DB05184-and-DB07664-and-DB08235-and-DB08236-and-DB09130-and-DB12010	ABL2-and-SNCA-and-ARPC3	
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	2	-4.01781220074686	5.87409817600961e-05	0.00295778119921425	TYW5,OGFOD3	Brain_Caudate_basal_ganglia	genes P < pathway P	GO		0			
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	5	3.21087856178229	0.00132329843433113	0.0323021064594246	HLTF,DDX11,NUDT14,NUDT7,BRIP1	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR < 0.05	GO		0			
cytokine-mediated signaling pathway	19	3.25948198686303	0.00111615868089283	0.0305869310460958	IL12RB2,IRF6,IRF4,HLA-G,HLA-A,HLA-C,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DPB1,NUPL2,NUP107,FLT3,CCL2,STAT5A,NUP85,CSF2RB	Brain_Caudate_basal_ganglia	genes P < pathway P	GO	Sargramostim-and-Insulin pork-and-Sorafenib-and-Mimosine-and-Sunitinib-and-Danazol-and-3-Indolebutyric Acid-and-XL999-and-Glatiramer-and-NPI 32101-and-Tandutinib-and-Resatorvid-and-ABT-869-and-Nelipepimut-S-and-Lestaurtinib-and-Midostaurin-and-Ponatinib-and-Nintedanib-and-Chondroitin sulfate-and-Coccidioides immitis spherule-and-Fostamatinib-and-Gilteritinib-and-Brigatinib-and-Fedratinib-and-Amuvatinib-and-Quizartinib-and-Pexidartinib	28	DB00020-and-DB00071-and-DB00398-and-DB01055-and-DB01268-and-DB01406-and-DB02740-and-DB05014-and-DB05259-and-DB05264-and-DB05465-and-DB05943-and-DB06080-and-DB06226-and-DB06469-and-DB06595-and-DB08901-and-DB09079-and-DB09301-and-DB11294-and-DB12010-and-DB12141-and-DB12267-and-DB12500-and-DB12742-and-DB12874-and-DB12978	CSF2RB-and-HLA-DQA2-and-HLA-DQB1-and-FLT3-and-CCL2-and-HLA-A-and-HLA-DRB1	
antigen processing and presentation	11	5.0256907308694	5.01623730928691e-07	6.13414162392799e-05	HLA-G,HLA-A,HLA-C,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,HLA-DQA2,HLA-DOB,HLA-DPB1,RAET1G	Brain_Caudate_basal_ganglia	pathway P < genes P & genes FDR < 0.05	GO	Insulin pork-and-3-Indolebutyric Acid-and-Glatiramer-and-Nelipepimut-S-and-Coccidioides immitis spherule	6	DB00071-and-DB02740-and-DB05259-and-DB06226-and-DB11294	HLA-DQA2-and-HLA-DQB1-and-HLA-A-and-HLA-DRB1	
